"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PRCP","PRCP_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-01","0.00",",,s",,,"28",",,s","42",",,s","17",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-02","0.00",",,s",,,"32",",,s","46",",,s","20",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-03","0.00",",,s",,,"36",",,s","49",",,s","27",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-04","0.00",",,s",,,"35",",,s","49",",,s","24",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-05","0.00",",,s",,,"34",",,s","51",",,s","22",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-06","0.00",",,s",,,"41",",,s","58",",,s","26",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-07","0.00",",,s",,,"34",",,s","50",",,s","30",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-08","0.00",",,s",,,"33",",,s","43",",,s","25",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-09","0.00",",,s",,,"37",",,s","44",",,s","30",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-10","0.00",",,s",,,"29",",,s","38",",,s","20",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-11","0.13",",,s",,,"29",",,s","35",",,s","24",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-12","0.00",",,s",,,"28",",,s","39",",,s","17",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-13","0.00",",,s",,,"35",",,s","49",",,s","25",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-14","0.00",",,s",,,"35",",,s","47",",,s","26",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-15","0.00",",,s",,,"34",",,s","43",",,s","24",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-16","0.00",",,s",,,"36",",,s","50",",,s","26",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-17","0.00",",,s",,,"35",",,s","43",",,s","28",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-18","0.00",",,s",,,"36",",,s","54",",,s","24",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-19","0.00",",,s",,,"41",",,s","60",",,s","27",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-20","0.00",",,s",,,"39",",,s","49",",,s","35",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-21","0.00",",,s",,,"35",",,s","47",",,s","24",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-22","0.00",",,s",,,"36",",,s","53",",,s","24",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-23","0.00",",,s",,,"38",",,s","51",",,s","29",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-24","0.00",",,s",,,"43",",,s","56",",,s","30",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-25","0.00",",,s",,,"35",",,s","54",",,s","28",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-26","0.00",",,s",,,"36",",,s","51",",,s","26",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-27","0.00",",,s",,,"39",",,s","53",",,s","24",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-28","0.00",",,s",,,"39",",,s","56",",,s","27",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-02-29","0.00",",,s",,,"43",",,s","55",",,s","35",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-01","0.00",",,s",,,"39",",,s","51",",,s","30",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-02","0.00",",,s",,,"34",",,s","43",",,s","30",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-03","0.00",",,s",,,"33",",,s","40",",,s","29",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-04","0.01",",,s",,,"32",",,s","36",",,s","27",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-05","0.08",",,s",,,"39",",,s","51",",,s","32",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-06","0.00",",,s",,,"39",",,s","47",",,s","32",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-07","0.00","T,,s",,,"40",",,s","48",",,s","36",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-08","0.00","T,,s",,,"42",",,s","60",",,s","35",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-09","0.00",",,s",,,"43",",,s","53",",,s","37",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-10","0.00",",,s",,,"44",",,s","57",",,s","33",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-11","0.00",",,s",,,"45",",,s","51",",,s","39",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-12","0.00",",,s",,,"33",",,s","42",",,s","27",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-13","0.00",",,s",,,"35",",,s","49",",,s","23",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-14","0.00",",,s",,,"42",",,s","54",",,s","27",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-15","0.00",",,s",,,"42",",,s","53",",,s","31",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-16","0.00",",,s",,,"42",",,s","52",",,s","35",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-17","0.00",",,s",,,"42",",,s","55",",,s","30",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-18","0.00",",,s",,,"45",",,s","57",",,s","30",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-19","0.04",",,s",,,"47",",,s","54",",,s","42",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-20","0.04",",,s",,,"47",",,s","59",",,s","39",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-21","0.07",",,s",,,"43",",,s","51",",,s","37",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-22","0.00",",,s",,,"41",",,s","49",",,s","34",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-23","0.00","T,,s",,,"43",",,s","51",",,s","39",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-24","0.00",",,s",,,"38",",,s","45",",,s","33",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-25","0.00",",,s",,,"44",",,s","57",",,s","32",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-26","0.00",",,s",,,"46",",,s","55",",,s","33",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-27","0.00",",,s",,,"43",",,s","56",",,s","31",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-28","0.00",",,s",,,"54",",,s","68",",,s","40",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-29","0.00",",,s",,,"53",",,s","57",",,s","50",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-30","0.00",",,s",,,"48",",,s","53",",,s","42",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-03-31","0.00",",,s",,,"46",",,s","59",",,s","34",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-01","0.00",",,s",,,"45",",,s","58",",,s","32",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-02","0.00",",,s",,,"51",",,s","67",",,s","33",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-03","0.00",",,s",,,"53",",,s","66",",,s","38",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-04","0.00",",,s",,,"50",",,s","60",",,s","41",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-05","0.00",",,s",,,"56",",,s","76",",,s","34",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-06","0.00",",,s",,,"56",",,s","69",",,s","46",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-07","0.00",",,s",,,"46",",,s","56",",,s","36",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-08","0.00",",,s",,,"50",",,s","65",",,s","32",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-09","0.00","T,,s",,,"56",",,s","66",",,s","45",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-10","0.00",",,s",,,"51",",,s","62",",,s","43",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-11","0.00",",,s",,,"48",",,s","58",",,s","37",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-12","0.00",",,s",,,"50",",,s","59",",,s","40",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-13","0.13",",,s",,,"50",",,s","63",",,s","41",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-14","0.00",",,s",,,"57",",,s","69",",,s","42",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-15","0.00",",,s",,,"54",",,s","64",",,s","50",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-16","0.00",",,s",,,"51",",,s","60",",,s","35",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-17","0.00",",,s",,,"55",",,s","70",",,s","35",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-18","0.00",",,s",,,"57",",,s","71",",,s","41",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-19","0.00","T,,s",,,"63",",,s","70",",,s","55",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-20","0.00",",,s",,,"61",",,s","76",",,s","42",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-21","0.00",",,s",,,"66",",,s","83",",,s","47",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-22","0.00",",,s",,,"65",",,s","80",",,s","46",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-23","0.00",",,s",,,"65",",,s","80",",,s","54",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-24","0.00",",,s",,,"69",",,s","84",",,s","56",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-25","0.00",",,s",,,"65",",,s","76",",,s","55",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-26","0.00","T,,s",,,"59",",,s","67",",,s","55",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-27","0.00",",,s",,,"59",",,s","71",",,s","45",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-28","0.00",",,s",,,"63",",,s","80",",,s","41",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-29","0.00",",,s",,,"70",",,s","84",",,s","48",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-04-30","0.00",",,s",,,"61",",,s","79",",,s","54",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-01","0.00",",,s",,,"62",",,s","76",",,s","48",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-02","0.00",",,s",,,"66",",,s","82",",,s","51",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-03","0.00","T,,s",,,"71",",,s","81",",,s","62",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-04","0.00",",,s",,,"61",",,s","76",",,s","54",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-05","0.00",",,s",,,"58",",,s","69",",,s","43",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-06","0.00",",,s",,,"58",",,s","66",",,s","47",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-07","0.00",",,s",,,"55",",,s","69",",,s","42",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-08","0.00",",,s",,,"56",",,s","66",",,s","45",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-09","0.00","T,,s",,,"58",",,s","68",",,s","49",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-10","0.00","T,,s",,,"59",",,s","68",",,s","52",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-11","0.00","T,,s",,,"67",",,s","78",",,s","57",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-12","0.00",",,s",,,"69",",,s","79",",,s","60",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-13","0.00",",,s",,,"65",",,s","75",",,s","51",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-14","0.11",",,s",,,"58",",,s","70",",,s","54",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-15","0.00","T,,s",,,"65",",,s","76",",,s","50",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-16","0.00","T,,s",,,"64",",,s","74",",,s","48",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-17","0.15",",,s",,,"61",",,s","69",",,s","50",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-18","0.00",",,s",,,"69",",,s","81",",,s","51",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-19","0.00",",,s",,,"65",",,s","77",",,s","49",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-20","0.00",",,s",,,"68",",,s","78",",,s","53",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-21","0.00",",,s",,,"72",",,s","88",",,s","49",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-22","0.00",",,s",,,"79",",,s","95",",,s","56",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-23","0.00",",,s",,,"78",",,s","89",",,s","61",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-24","0.00",",,s",,,"76",",,s","87",",,s","60",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-25","0.00",",,s",,,"72",",,s","83",",,s","60",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-26","0.04",",,s",,,"72",",,s","83",",,s","66",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-27","0.07",",,s",,,"68",",,s","78",",,s","61",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-28","0.00",",,s",,,"73",",,s","88",",,s","56",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-29","0.00",",,s",,,"72",",,s","84",",,s","59",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-30","0.00",",,s",,,"73",",,s","88",",,s","55",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-05-31","0.00","T,,s",,,"66",",,s","80",",,s","56",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-01","0.02",",,s",,,"71",",,s","89",",,s","54",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-02","0.02",",,s",,,"73",",,s","87",",,s","65",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-03","0.00","T,,s",,,"74",",,s","85",",,s","60",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-04","0.00",",,s",,,"76",",,s","93",",,s","58",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-05","0.00",",,s",,,"77",",,s","87",",,s","62",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-06","0.00","T,,s",,,"75",",,s","88",",,s","66",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-07","0.05",",,s",,,"75",",,s","91",",,s","63",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-08","0.00",",,s",,,"80",",,s","92",",,s","65",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-09","0.01",",,s",,,"75",",,s","88",",,s","71",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-10","0.28",",,s",,,"69",",,s","76",",,s","64",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-11","0.29",",,s",,,"69",",,s","78",",,s","63",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-12","0.28",",,s",,,"68",",,s","77",",,s","63",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-13","0.00","T,,s",,,"72",",,s","85",",,s","63",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-14","0.00",",,s",,,"75",",,s","89",",,s","64",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-15","0.00",",,s",,,"76",",,s","85",",,s","66",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-16","0.00",",,s",,,"80",",,s","92",",,s","69",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-17","0.00","T,,s",,,"78",",,s","90",",,s","68",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-18","0.00",",,s",,,"82",",,s","92",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-19","0.00",",,s",,,"84",",,s","98",",,s","71",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-20","0.00",",,s",,,"86",",,s","96",",,s","77",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-21","0.00",",,s",,,"82",",,s","92",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-22","0.00","T,,s",,,"81",",,s","96",",,s","62",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-23","0.00",",,s",,,"86",",,s","101",",,s","68",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-24","0.00","T,,s",,,"82",",,s","94",",,s","77",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-25","0.01",",,s",,,"72",",,s","79",",,s","69",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-26","0.00",",,s",,,"76",",,s","85",",,s","67",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-27","0.19",",,s",,,"75",",,s","82",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-28","0.35",",,s",,,"75",",,s","89",",,s","63",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-29","0.00",",,s",,,"83",",,s","96",",,s","68",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-06-30","0.00",",,s",,,"87",",,s","100",",,s","73",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-01","0.00","T,,s",,,"83",",,s","94",",,s","73",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-02","0.00","T,,s",,,"79",",,s","84",",,s","74",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-03","0.00","T,,s",,,"82",",,s","92",",,s","70",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-04","0.00",",,s",,,"84",",,s","94",",,s","77",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-05","0.00","T,,s",,,"84",",,s","96",",,s","74",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-06","0.72",",,s",,,"78",",,s","88",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-07","0.00",",,s",,,"84",",,s","96",",,s","70",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-08","0.02",",,s",,,"75",",,s","90",",,s","70",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-09","0.00",",,s",,,"80",",,s","91",",,s","65",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-10","0.00",",,s",,,"82",",,s","91",",,s","73",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-11","0.00",",,s",,,"77",",,s","86",",,s","69",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-12","0.20",",,s",,,"76",",,s","83",",,s","70",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-13","0.00","T,,s",,,"81",",,s","89",",,s","73",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-14","0.00",",,s",,,"84",",,s","92",",,s","76",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-15","0.26",",,s",,,"80",",,s","89",",,s","76",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-16","4.35",",,s",,,"80",",,s","88",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-17","0.00",",,s",,,"82",",,s","91",",,s","73",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-18","0.00",",,s",,,"85",",,s","94",",,s","78",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-19","1.53",",,s",,,"82",",,s","90",",,s","76",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-20","1.55",",,s",,,"81",",,s","88",",,s","76",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-21","0.00",",,s",,,"82",",,s","91",",,s","76",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-22","0.00","T,,s",,,"82",",,s","87",",,s","78",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-23","1.32",",,s",,,"75",",,s","82",",,s","69",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-24","0.00",",,s",,,"78",",,s","86",",,s","70",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-25","0.00",",,s",,,"79",",,s","87",",,s","70",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-26","0.00",",,s",,,"81",",,s","89",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-27","0.00",",,s",,,"79",",,s","87",",,s","73",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-28","0.50",",,s",,,"74",",,s","81",",,s","71",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-29","0.14",",,s",,,"77",",,s","82",",,s","71",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-30","0.26",",,s",,,"78",",,s","87",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-07-31","0.19",",,s",,,"77",",,s","83",",,s","71",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-01","0.00",",,s",,,"83",",,s","93",",,s","75",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-02","0.60",",,s",,,"77",",,s","85",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-03","0.37",",,s",,,"76",",,s","84",",,s","71",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-04","0.00",",,s",,,"83",",,s","93",",,s","75",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-05","0.00","T,,s",,,"82",",,s","92",",,s","76",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-06","0.00","T,,s",,,"82",",,s","89",",,s","78",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-07","0.09",",,s",,,"83",",,s","92",",,s","77",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-08","0.03",",,s",,,"80",",,s","86",",,s","76",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-09","0.00",",,s",,,"78",",,s","86",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-10","0.00",",,s",,,"77",",,s","86",",,s","70",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-11","0.00",",,s",,,"78",",,s","87",",,s","71",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-12","0.00",",,s",,,"79",",,s","91",",,s","67",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-13","0.00",",,s",,,"79",",,s","89",",,s","68",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-14","0.01",",,s",,,"75",",,s","82",",,s","70",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-15","0.02",",,s",,,"72",",,s","80",",,s","64",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-16","0.00",",,s",,,"77",",,s","82",",,s","69",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-17","0.01",",,s",,,"78",",,s","87",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-18","0.00","T,,s",,,"77",",,s","82",",,s","72",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-19","1.65",",,s",,,"77",",,s","87",",,s","70",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-20","0.11",",,s",,,"78",",,s","88",",,s","69",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-21","0.02",",,s",,,"72",",,s","79",",,s","69",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-22","0.00","T,,s",,,"73",",,s","87",",,s","59",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-23","0.00",",,s",,,"75",",,s","88",",,s","63",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-24","0.00",",,s",,,"75",",,s","90",",,s","61",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-25","0.00",",,s",,,"75",",,s","91",",,s","61",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-26","0.00",",,s",,,"76",",,s","86",",,s","66",",,s"
"CHM00054511","BEIJING, CH","39.933","116.283","55.0","1960-08-27","0.65",",,s",,,"72",",,s","78",",,s","67",",,s"
